what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318031284625
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031284627
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031293149
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031293251
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318031300353
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1318031304136
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1318031307522
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1318031307536
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1318031307664
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1318031307715
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1318031308091
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1318031308285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031308510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031312923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031313240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031316835
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031321044
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1318031322075
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1318031322600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031327899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031347320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031349421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031351682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031353640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031357974
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318031358001
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1318031358849
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1318031358870
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1318031358946
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1318031358948
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1318031359861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031364047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031366080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031367897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031528756
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031529836
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318031531539
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031536875
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1318031557141
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031557260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031558972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318031567655
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318031569099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.activateEditor",1318031574896
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1318031575168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031575182
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031578999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031586806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031589731
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318031591278
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031600996
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318031605154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031622826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031634668
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031634701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031637368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031640676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031782919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031787977
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1318031791858
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1318031792114
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031793809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031793894
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1318031793942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318031793942
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1318031794525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031799572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031801234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1318031801243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031809836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031812353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031818488
error,log,,,"Failed to load properties file for project 'mySimpleTest'",1318031885305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031885621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1318031885667
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1318031889902
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318031910393
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031917332
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318031917457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318031926941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318031931756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318031932756
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1318031937043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318031939518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032000681
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318032000717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032005894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032007712
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1318032007724
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032021111
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032055726
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1318032055753
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318032056689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032059532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032061176
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1318032061184
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032069787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032073241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032076452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032083049
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318032086399
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1318032092130
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1318032092611
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1318032092701
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1318032092942
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1318032092949
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1318032093426
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1318032093583
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1318032093754
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1318032093854
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1318032095163
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1318032095311
started,bundle,org.eclipse.draw2d,3.7.1.v20110830-1143,"org.eclipse.draw2d",1318032106314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318032131856
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318032177654
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318032179982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318032188916
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1318032204045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032204083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032205184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318032213008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318032216316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318032216887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032218542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032256931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032262967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032264412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032268520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032277486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318032283299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318067560070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318067563980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318067569172
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318067574627
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318067583871
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1318067586379
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318067590705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318067599966
error,log,,,"Failed to load properties file for project 'android_enviroment_hackathon'",1318068245598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318068246134
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318068249491
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1318068249823
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318068249823
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318068251095
closed,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1318068251095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318068281013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318068351382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318068351435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318068352623
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318068352833
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1318068353403
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1318068353403
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1318068353404
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1318068353404
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1318068353404
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1318068353405
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1318068353405
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1318068353405
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1318068353405
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1318068353406
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1318068353406
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1318068353406
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.401.v201108240414,"org.eclipse.jst.ws.consumption.ui",1318068353406
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.601.v201108230319,"org.eclipse.jst.ws.consumption",1318068353406
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1318068353406
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1318068353407
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1318068353407
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1318068353407
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1318068353407
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1318068353407
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1318068353408
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1318068353408
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1318068353408
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1318068353408
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1318068353408
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1318068353408
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1318068353408
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1318068353409
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1318068353409
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1318068353409
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1318068353409
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1318068353409
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1318068353409
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1318068353410
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1318068353410
stopped,bundle,org.eclipse.mylyn.commons.xmlrpc,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.xmlrpc",1318068353411
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.2.v201105111200,"org.eclipse.datatools.enablement.oda.ws.ui",1318068353411
