what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318076438340
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318076442090
activated,perspective,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.Perspective",1318076459490
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.LogCatView",1318076460510
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318076488602
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1318076488632
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318076488654
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318076493678
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076493983
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318076528227
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076532827
started,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1318076657708
started,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1318076657761
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1318076659987
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1318076660084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076664780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076667986
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318076671031
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318076695987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076702098
closed,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1318076705056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076705095
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318076705157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076728410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076733383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076734841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076738602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076739902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076746069
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076746132
activated,perspective,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.Perspective",1318076752465
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.LogCatView",1318076752498
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1318076782831
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076782882
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318076785192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076789032
error,log,,,"Failed to load properties file for project 'mapsTest'",1318076811259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076811389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076816574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076820720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076821756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076825592
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076825653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076833035
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076834073
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318076836308
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318076838171
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318076838296
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318076842255
closed,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1318076842274
closed,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076842295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318076856077
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318076856473
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318076856796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318076857240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318076865215
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076867072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076868283
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1318076874076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076881047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076886022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076886176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076890331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318076897893
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1318076899937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076901122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076902130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318076903640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318076910089
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318076915350
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076915942
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318076916048
started,bundle,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.ui",1318076939103
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1318076939133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318076939362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318076945719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076950408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076951261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076951599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076957616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076958600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076965443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318076970832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318076986024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076987640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076988635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076990665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318076995784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318076999875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077001693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077003236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318077005772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077006732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077007286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318077008450
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1318077011369
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1318077011420
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318077015227
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318077024882
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1318077026330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077028049
closed,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1318077029456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077029507
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318077029564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077035362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077044634
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318077044704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077045658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077046530
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077057699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077064099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077065255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318077066329
