what,kind,bundleId,bundleVersion,description,time
error,log,,,"palette: Failed to configure parser for C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\color\\primary_text_light.xml",1318071938735
error,log,,,"palette: Failed to parse file C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\drawable\\numberpicker_down_btn.xml",1318071938739
error,log,,,"palette: Failed to configure parser for C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\color\\primary_text_dark.xml",1318071938777
error,log,,,"palette: Failed to parse file C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\drawable\\numberpicker_up_btn.xml",1318071938817
error,log,,,"palette: Failed to parse file C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\drawable\\numberpicker_input.xml",1318071938821
error,log,,,"palette: Failed to configure parser for C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\color\\primary_text_light.xml",1318071938825
error,log,,,"palette: Failed to configure parser for C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\color\\primary_text_light.xml",1318071938827
error,log,,,"palette: Failed to parse file C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\drawable\\numberpicker_down_btn.xml",1318071938830
error,log,,,"palette: Failed to configure parser for C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\color\\primary_text_dark.xml",1318071938835
error,log,,,"palette: Failed to configure parser for C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\color\\primary_text_dark.xml",1318071938840
error,log,,,"palette: Failed to configure parser for C:\\Program Files (x86)\\Android\\android-sdk\\platforms\\android-11\\data\\res\\color\\primary_text_dark.xml",1318071938844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071943197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071945612
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071948120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071960959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318071963194
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1318071974137
started,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1318071974180
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1318071974283
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1318071974295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1318071974942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318071985648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318072149149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318072154903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318072155148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318072156066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318072156243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318072156461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318072156648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318072157152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318072169201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318072170971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318072175997
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318072235413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318072238088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318072294830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318072296561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073405213
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318073407780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318073409607
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318073413097
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318073418093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073421879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073492464
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318073496570
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318073498562
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318073501579
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildProject",1318073505485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073505784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073506200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073518692
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073529981
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318073530035
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318073532277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073533677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073555707
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318073557386
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318073558525
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318073558623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073567085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073575924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073580707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073585998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318073588191
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318073596903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318073600597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318073615147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318073618317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318073639145
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1318073639815
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318073642545
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.buildProject",1318073653495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073653780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073654058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073668056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073689734
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318073689756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073690877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073691970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073692734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073718466
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1318073726344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318073739376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073748270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073769679
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318073772016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073788282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073799410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073802318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073806657
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318073806686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073807413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318073808986
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.ProblemView.",1318073809012
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1318073809662
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.VariableView",1318073809787
opened,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.LogCatView",1318073810046
activated,perspective,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugPerspective",1318073810123
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318073810138
opened,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.BreakpointView",1318073811050
opened,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1318073811604
