what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1318071302331
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1318071305754
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318071380880
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1318071381404
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1318071381428
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1318071381496
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1318071381497
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1318071381603
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1318071381606
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1318071381682
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1318071391484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071391666
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071398994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071399056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071560928
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318071560978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071562775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071563766
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318071564451
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1318071575876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071604109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071604889
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071605419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071615931
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318071617037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071618597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071619554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071620215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071620836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071621626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071697415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071697876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071699802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071701369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071703102
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1318071713462
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1318071713463
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1318071713464
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1318071713503
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1318071713514
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1318071713570
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1318071713574
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1318071713796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318071715621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318071725790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071726206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071728555
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318071731182
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071734099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071736591
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071738418
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071738605
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071738757
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071738915
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071739082
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071739233
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071739395
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071739561
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071739714
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1318071740050
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1318071740351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318071740985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318071741332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318071743186
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1318071756841
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1318071761073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071763076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318071763262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318071765854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1318071771979
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1318071774544
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1318071774561
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1318071774625
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1318071774777
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1318071781008
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1318071781015
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1318071781028
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1318071781032
